"Title","Date","Affiliations","Description","Response","Victims","Sponsor","Type","Category","Response_type","link","state_victim","state_cat","date_orig","Year"
"Compromise of the EU's diplomatic communication network",2018-12-18,"Suspected to be the work of Chinese military hackers.","Hackers have infiltrated the EU’s diplomatic communication network for years, using phishing attacks to steal sensitive documents related to trade negotiations and meetings with foreign leaders.",NA,"European Union, United Nations, American Federation of Labor and Congress of Industrial Organizations","China","Espionage","Government","   ","   ",TRUE,"Super Power","2018-12-18",2018
"Targeting of global financial organizations and bitcoin users",2018-02-12,"Believed to be the work of the Lazarus Group","A threat actor targeted financial organizations and bitcoin users, for the purpose of identifying individuals with bitcoin wallets.",NA,NA,"Korea (Democratic People's Republic of)","Espionage","Private sector","   ","   ",FALSE,"Middle Power","2018-02-12",2018
"Compromise of Cambodian election organizations",2018-07-10,"Believed to be the work of Leviathan","A threat actor compromises opposition parties, as well as organizations charged with overseeing the 2018 Cambodian elections, for espionage purposes.",NA,"Cambodia","China","Espionage","Government","   ","   ",TRUE,"Super Power","2018-07-10",2018
"Targeting of the Organization for the Prohibition of Chemical Weapons",2018-10-04,"Believed to be the work of APT 28","A threat actor, believed to be Russian military intelligence, targeted the office of the Organization for the Prohibition of Chemical Weapons in The Hague with a view of compromising its Wi-Fi network for espionage purposes. Dutch authorities were able to foil the operation, and in a joint press conference with UK officials publicly identified four suspected Russian intelligence officers involved. The United States, Australia, Canada, and New Zealand issued statements denouncing Russia's cyber operations.","Denouncement   https://english.defensie.nl/latest/news/2018/10/04/netherlands-defence-intelligence-and-security-service-disrupts-russian-cyber-operation-targeting-opcw","Organization for the Prohibition of Chemical Weapons","Russian Federation","Espionage","Government","Denouncement ","https://english.defensie.nl/latest/news/2018/10/04/netherlands-defence-intelligence-and-security-service-disrupts-russian-cyber-operation-targeting-opcw  ",TRUE,"Super Power","2018-10-04",2018
"Covellite",2018-05-31,"Believed to use similar tools as the Lazarus Group","This threat actor compromises the networks of companies involved in electric power, specifically looking for intellectual property and information about the companies’ operations.",NA,"United States",NA,"Espionage","Private sector","   ","   ",FALSE,"NA","2018-05-31",2018
"Targeting of Austal",2018-11-02,"Unknown","Austal, a major Australian defense contractor and shipbuilder, was targeted in a data breach. Hackers gained access to ship designs and personnel contact information.",NA,"Austal Ltd",NA,NA,"Private sector","   ","   ",FALSE,"NA","2018-11-02",2018
"Targeting of U.S. energy and other critical infrastructure sectors",2018-03-15,"Believed to be linked to the Crouching Yeti threat actor","A threat actor that the U.S. government believes to be sponsored by the Russian government, targets entities in the U.S. energy, nuclear power, water, aviation, and critical manufacturing sectors. According to the Department of Homeland Security, this activity has been ongoing since at least 2014.","Sanctions   https://home.treasury.gov/news/press-releases/sm0410","United States","Russian Federation","Espionage","Private sector","Sanctions ","https://home.treasury.gov/news/press-releases/sm0410  ",FALSE,"Super Power","2018-03-15",2018
"Targeting of Mammoth Screen",2018-09-06,"Believed to be the work of Lazarus Group","A threat actor targeted Mammoth Screen, a UK production company that produced Opposite Number, a television drama set in North Korea.",NA,"Mammoth Screen","Korea (Democratic People's Republic of)","Espionage","Private sector","   ","   ",FALSE,"Middle Power","2018-09-06",2018
"Attack on Italian oil firm Saipem",2018-12-20,"Possibly linked to an Iran-based group that uses the Shamoon virus to target oil and gas entities with a connection to Saudi Arabia.","An attack on the Italian oil firm Saipem targeted servers based in India, Kuwait, Saudi Arabia, Scotland, and the United Arab Emirates. Hackers used a variant of the Shamoon virus.",NA,"Saipem","Iran (Islamic Republic of)","Espionage","Private sector","   ","   ",FALSE,"Middle Power","2018-12-20",2018
"Targeting of consulates and embassies in Eastern Europe",2018-01-09,"Believed to be the work of Turla","A threat actor targeted consulates and embassies in Eastern Europe for the purpose of espionage.",NA,NA,"Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2018-01-09",2018
"Mythic Leopard",2018-05-18,"Also known as Transparent Tribe and C-Major","This threat actor uses social engineering and spear phishing to target military and defense organizations in India, for the purpose of espionage.",NA,"India","Pakistan","Espionage","Government","   ","   ",TRUE,"Middle Power","2018-05-18",2018
"Compromise of the U.S. Anti-Doping Agency",2018-10-04,"Believed to be the work of APT 28","A threat actor compromised the U.S. Anti-Doping Agency. Seven of the individuals alleged to be behind this incident, believed to be Russian military intelligence (known as GRU), were indicted by the U.S. Justice Department.","Criminal charges   https://www.justice.gov/opa/pr/us-charges-russian-gru-officers-international-hacking-and-related-influence-and","U.S. Anti-Doping Agency","Russian Federation","Doxing","Civil society","Criminal charges"," https://www.justice.gov/opa/pr/us-charges-russian-gru-officers-international-hacking-and-related-influence-and",TRUE,"Super Power","2018-10-04",2018
"Dymalloy",2018-06-14,"Believed to be linked to Crouching Yeti","This threat actor targets industrial control systems in Turkey, Europe, and North America.",NA,"Turkey,",NA,"Espionage","Private sector","   ","   ",FALSE,"NA","2018-06-14",2018
"Compromise of Ukrainian government",2018-11-20,"Believed to be the work of Gamaredon.","A Russian actor tied to Russia’s Federal Security Service (FSB) targeted Ukrainian government agencies with a backdoor attacker called Pterodo before and during Russia’s seizure of Ukrainian vessels.",NA,"Ukraine","Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2018-11-20",2018
"Targeting of individuals of interest to the government of Lebanon",2018-01-18,NA,"A threat actor used a tool, Dark Caracal, to target military personnel, activists, journalists, and lawyers for espionage purposes.",NA,"United States, Canada, Germany, Lebanon, France","Lebanon","Espionage","Military","   ","   ",TRUE,"Middle Power","2018-01-18",2018
"Compromise of a diplomatic entity in Qatar",2018-06-07,NA,"A threat actor uses a zero-day vulnerability in Adobe Flash software to compromise a diplomatic target in Qatar.",NA,"Qatar",NA,"Espionage","Government","   ","   ",TRUE,"NA","2018-06-07",2018
"Targeting of U.S. defense contractors",2018-09-06,"Believed to be the work of Lazarus Group","A threat actor targeted the networks of Lockheed Martin, a U.S. defense contractor. It is one of the developers of the Terminal High Altitude Area Defense (THAAD) system installed in South Korea.","Criminal charges   https://www.justice.gov/opa/pr/north-korean-regime-backed-programmer-charged-conspiracy-conduct-multiple-cyber-attacks-and","United States","Korea (Democratic People's Republic of)","Espionage","Private sector","Criminal charges"," https://www.justice.gov/opa/pr/north-korean-regime-backed-programmer-charged-conspiracy-conduct-multiple-cyber-attacks-and",FALSE,"Middle Power","2018-09-06",2018
"Compromise of South Korean resettlement agency",2018-12-28,"Suspected to be the work of North Korean authorities.","The personal information of nearly one thousand North Koreans who defected to South Korea was leaked after unknown hackers gained access to the database of South Korea’s resettlement agency.",NA,"South Korea","Korea (Democratic People's Republic of)","Doxing","Government","   ","   ",TRUE,"Middle Power","2018-12-28",2018
"Mustang Panda",2018-06-15,"Also known as Bronze President.","This threat actor targets nongovernmental organizations using Mongolian-themed lures for espionage purposes.",NA,"United States","China","Espionage","Civil society","   ","   ",TRUE,"Super Power","2018-06-15",2018
"Compromise of the Court of Arbitration for Sport",2018-10-04,"Believed to be the work of APT 28","A threat actor compromised the Court of Arbitration for Sport. Seven of the individuals alleged to be behind this incident, believed to be Russian military intelligence (known as GRU), were indicted by the U.S. Justice Department.",NA,"Court of Arbitration for Sport","Russian Federation","Doxing","Civil society","   ","   ",TRUE,"Super Power","2018-10-04",2018
"Jiangsu Province Ministry of State Security (JSSD)",2018-11-05,"Linked to Turbine Panda and China's Ministry of State Security","This threat actor, headquartered in Nanjing, China, is a provincial foreign intelligence arm of China's Ministry of State Security. Its activities include domestic counterintelligence, nonmilitary foreign intelligence, and political and domestic security. From at least January 2010, this threat actor has targeted U.S. and European commercial airliners for the purpose of stealing trade secrets. Several intelligence officers have been charged and indicted by the U.S. Department of Justice.",NA,NA,"China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2018-11-05",2018
